vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00219,2026-01-05 11:46:03.602342,S14,Paint,97.08,3.08,35.15,,,,0.967,0.102,MANUAL,,False
V00219,2026-01-05 11:47:40.685368,S15,Paint,93.14,2.57,42.37,104.35,59.76,0.628,0.936,0.026,HIGH,,False
V00219,2026-01-05 11:49:13.824212,S16,Paint,88.92,3.74,40.78,,,0.552,0.93,-0.059,PARTIAL,,False
V00219,2026-01-05 11:50:42.746856,S17,Paint,95.12,2.51,38.44,95.05,59.48,0.592,0.922,-0.057,HIGH,,False
V00219,2026-01-05 11:52:17.862993,S18,Paint,96.52,3.39,36.78,98.09,60.74,,0.952,-0.016,PARTIAL,,False
V00219,2026-01-05 11:53:54.387617,S19,Paint,108.59,2.61,34.46,,,,0.89,-0.079,MANUAL,,False
V00219,2026-01-05 11:55:42.981639,S20,Paint,91.73,3.35,41.77,91.6,58.85,0.444,0.942,-0.041,HIGH,PASS,False
V00219,2026-01-05 11:57:14.712037,S21,Final Assembly,62.85,2.16,56.73,,,,0.927,-0.155,MANUAL,,False
V00219,2026-01-05 11:58:17.557070,S22,Final Assembly,73.76,2.34,50.66,95.13,23.71,0.404,0.939,-0.012,HIGH,PASS,False
V00219,2026-01-05 11:59:31.318082,S23,Final Assembly,76.75,1.63,48.8,,,,0.913,0.015,MANUAL,,False
V00219,2026-01-05 12:00:48.063397,S24,Final Assembly,71.81,1.72,46.1,,23.6,,0.904,0.04,PARTIAL,,False
V00219,2026-01-05 12:01:59.872212,S25,Final Assembly,64.23,2.85,53.59,,,,0.915,-0.083,MANUAL,,False
V00219,2026-01-05 12:03:04.099698,S26,Final Assembly,65.89,3.78,51.83,,,,0.977,-0.07,MANUAL,,False
V00219,2026-01-05 12:04:09.992777,S27,Final Assembly,76.55,0.96,51.88,99.53,,0.333,0.967,0.05,PARTIAL,,False
V00219,2026-01-05 12:05:26.541716,S28,Final Assembly,76.93,1.72,48.52,,,,0.955,-0.073,MANUAL,,False
V00219,2026-01-05 12:06:43.473220,S29,Final Assembly,75.17,1.77,47.11,,,,0.888,-0.004,MANUAL,,False
V00219,2026-01-05 12:07:58.642460,S30,Final Assembly,65.13,2.62,54.5,104.22,24.78,0.521,0.873,0.05,HIGH,PASS,False
V00220,2026-01-05 11:30:00.000000,S01,Body Construction,74.37,1.44,49.0,105.49,23.63,0.653,0.89,-0.05,HIGH,,False
V00220,2026-01-05 11:31:14.365815,S02,Body Construction,67.2,2.64,46.38,102.31,24.39,0.381,0.995,-0.009,HIGH,,False
V00220,2026-01-05 11:32:21.568847,S03,Body Construction,78.7,1.43,44.04,97.09,23.9,0.659,0.96,0.006,HIGH,,False
V00220,2026-01-05 11:33:40.270493,S04,Body Construction,76.6,1.95,42.85,103.14,23.06,,0.899,0.014,PARTIAL,,False
V00220,2026-01-05 11:34:56.866834,S05,Body Construction,77.65,2.01,50.0,96.35,27.45,0.68,0.98,0.023,HIGH,,False
V00220,2026-01-05 11:36:14.516178,S06,Body Construction,72.28,1.89,48.99,106.65,23.32,0.49,0.951,-0.104,HIGH,,False
V00220,2026-01-05 11:37:26.791345,S07,Body Construction,77.79,0.0,49.46,92.82,,0.68,0.93,0.134,PARTIAL,,False
V00220,2026-01-05 11:38:44.584898,S08,Body Construction,103.5,6.05,36.55,108.04,,,0.944,0.027,PARTIAL,,False
V00220,2026-01-05 11:40:28.086460,S09,Body Construction,74.73,2.0,43.4,103.23,23.51,0.481,0.9,-0.003,HIGH,,False
V00220,2026-01-05 11:41:42.818484,S10,Body Construction,73.57,4.25,48.56,104.76,22.08,0.49,0.923,-0.0,HIGH,PASS,False
V00220,2026-01-05 11:42:56.388796,S11,Paint,99.55,4.19,40.29,106.17,58.73,0.624,0.884,-0.046,HIGH,,False
V00220,2026-01-05 11:44:35.934630,S12,Paint,96.52,1.67,38.25,,62.16,0.274,0.972,-0.083,PARTIAL,,False
V00220,2026-01-05 11:46:12.456555,S13,Paint,95.87,3.17,36.8,95.6,,,0.881,-0.006,PARTIAL,,False
V00220,2026-01-05 11:47:48.325597,S14,Paint,96.78,3.67,35.07,,,,0.863,-0.081,MANUAL,,False
V00220,2026-01-05 11:49:25.102816,S15,Paint,90.8,3.28,41.88,99.52,60.95,0.534,0.919,0.028,HIGH,,False
V00220,2026-01-05 11:50:55.903079,S16,Paint,95.28,2.26,39.36,,,0.589,0.948,-0.128,PARTIAL,,False
V00220,2026-01-05 11:52:31.187219,S17,Paint,86.19,3.52,37.66,101.83,60.16,0.54,0.986,0.045,HIGH,,False
V00220,2026-01-05 11:53:57.373127,S18,Paint,96.67,4.02,36.04,102.1,59.87,,0.885,-0.002,PARTIAL,,False
V00220,2026-01-05 11:55:34.045374,S19,Paint,91.25,2.89,35.71,,,,0.929,0.045,MANUAL,,False
V00220,2026-01-05 11:57:05.298015,S20,Paint,86.38,0.92,41.18,108.07,59.28,0.537,0.958,0.046,HIGH,PASS,False
V00220,2026-01-05 11:58:31.674401,S21,Final Assembly,65.57,2.1,52.03,,,,1.0,-0.096,MANUAL,,False
V00220,2026-01-05 11:59:37.242637,S22,Final Assembly,72.43,1.59,52.11,101.19,23.16,0.567,0.919,0.043,HIGH,PASS,False
V00220,2026-01-05 12:00:49.677542,S23,Final Assembly,78.78,4.29,49.22,,,,0.87,-0.031,MANUAL,,False
V00220,2026-01-05 12:02:08.459640,S24,Final Assembly,77.61,3.74,49.36,,24.17,,0.977,-0.027,PARTIAL,,False
V00220,2026-01-05 12:03:26.067700,S25,Final Assembly,61.14,2.49,54.82,,,,0.941,-0.08,MANUAL,,False
V00220,2026-01-05 12:04:27.210583,S26,Final Assembly,71.35,1.03,52.29,,,,0.904,0.082,MANUAL,,False
V00220,2026-01-05 12:05:38.555922,S27,Final Assembly,78.17,1.7,50.93,98.51,,0.443,0.896,-0.025,PARTIAL,,False
V00220,2026-01-05 12:06:56.721937,S28,Final Assembly,71.8,3.14,48.65,,,,0.879,0.159,MANUAL,,False
V00220,2026-01-05 12:08:08.519303,S29,Final Assembly,77.55,1.88,47.31,,,,0.937,0.055,MANUAL,,False
V00220,2026-01-05 12:09:26.071708,S30,Final Assembly,63.97,1.24,54.97,98.05,23.34,0.517,0.916,0.024,HIGH,PASS,False
V00221,2026-01-05 11:31:30.000000,S01,Body Construction,68.95,3.01,48.25,99.27,23.29,0.51,0.878,-0.011,HIGH,,False
V00221,2026-01-05 11:32:38.950963,S02,Body Construction,75.47,1.69,46.64,102.6,22.87,0.247,0.98,-0.02,HIGH,,False
V00221,2026-01-05 11:33:54.424876,S03,Body Construction,76.28,1.56,43.75,98.12,24.52,0.445,0.832,-0.04,HIGH,,False
V00221,2026-01-05 11:35:10.708240,S04,Body Construction,87.49,1.33,44.62,99.89,24.12,,0.883,-0.089,PARTIAL,,False
V00221,2026-01-05 11:36:38.196433,S05,Body Construction,73.83,0.99,50.86,100.31,23.45,0.342,0.882,-0.032,HIGH,,False
V00221,2026-01-05 11:37:52.028797,S06,Body Construction,61.4,2.35,50.06,100.05,23.87,0.585,0.961,-0.004,HIGH,,False
V00221,2026-01-05 11:38:53.429559,S07,Body Construction,66.75,2.16,48.12,98.44,,0.405,0.926,-0.031,PARTIAL,,False
V00221,2026-01-05 11:40:00.175883,S08,Body Construction,92.88,4.61,37.26,105.96,,,0.954,0.011,PARTIAL,,False
V00221,2026-01-05 11:41:33.059037,S09,Body Construction,84.7,2.99,43.95,97.17,22.11,0.469,0.957,-0.027,HIGH,,False
V00221,2026-01-05 11:42:57.756175,S10,Body Construction,79.37,2.32,47.64,107.67,21.32,0.571,0.89,-0.002,HIGH,PASS,False
V00221,2026-01-05 11:44:17.125832,S11,Paint,93.56,2.9,41.43,96.39,57.22,0.76,1.0,0.065,HIGH,,False
V00221,2026-01-05 11:45:50.683521,S12,Paint,101.55,2.53,38.66,,58.69,0.385,0.877,-0.026,PARTIAL,,False
V00221,2026-01-05 11:47:32.238243,S13,Paint,95.14,2.64,37.39,93.72,,,0.938,0.02,PARTIAL,,False
V00221,2026-01-05 11:49:07.376141,S14,Paint,95.34,3.03,34.82,,,,0.919,-0.117,MANUAL,,False
V00221,2026-01-05 11:50:42.716443,S15,Paint,82.05,2.55,41.87,92.77,61.09,0.544,0.914,-0.035,HIGH,,False
V00221,2026-01-05 11:52:04.771177,S16,Paint,89.54,3.77,42.29,,,0.536,0.93,-0.038,PARTIAL,,False
V00221,2026-01-05 11:53:34.307313,S17,Paint,85.7,3.54,39.75,103.2,60.28,0.483,0.883,-0.051,HIGH,,False
V00221,2026-01-05 11:55:00.003992,S18,Paint,94.02,3.3,39.71,101.68,59.01,,0.933,-0.057,PARTIAL,,False
V00221,2026-01-05 11:56:34.024383,S19,Paint,109.11,2.89,36.83,,,,0.989,-0.09,MANUAL,,False
V00221,2026-01-05 11:58:23.133771,S20,Paint,88.4,2.75,43.1,97.29,60.2,0.717,0.942,0.028,HIGH,PASS,False
V00221,2026-01-05 11:59:51.532015,S21,Final Assembly,71.22,1.93,52.75,,,,0.932,-0.026,MANUAL,,False
V00221,2026-01-05 12:01:02.747981,S22,Final Assembly,82.24,2.19,51.34,91.11,24.37,0.474,0.92,-0.01,HIGH,PASS,False
V00221,2026-01-05 12:02:24.987035,S23,Final Assembly,66.4,2.43,48.33,,,,1.0,0.091,MANUAL,,False
V00221,2026-01-05 12:03:31.387990,S24,Final Assembly,79.27,2.1,47.79,,24.41,,0.939,0.024,PARTIAL,,False
V00221,2026-01-05 12:04:50.655751,S25,Final Assembly,65.64,2.25,57.61,,,,0.933,-0.221,MANUAL,,False
V00221,2026-01-05 12:05:56.296070,S26,Final Assembly,73.46,1.99,51.63,,,,0.981,0.079,MANUAL,,False
V00221,2026-01-05 12:07:09.757047,S27,Final Assembly,66.98,2.41,50.86,102.14,,0.491,0.966,-0.008,PARTIAL,,False
V00221,2026-01-05 12:08:16.740816,S28,Final Assembly,78.25,3.15,50.77,,,,0.961,-0.101,MANUAL,,False
V00221,2026-01-05 12:09:34.989629,S29,Final Assembly,75.19,1.97,46.67,,,,0.936,-0.068,MANUAL,,False
V00221,2026-01-05 12:10:50.175022,S30,Final Assembly,61.64,1.55,52.41,99.31,23.76,0.501,0.914,0.058,HIGH,PASS,False
V00222,2026-01-05 11:33:00.000000,S01,Body Construction,70.51,1.15,51.85,93.81,23.05,0.497,0.944,0.002,HIGH,,False
V00222,2026-01-05 11:34:10.509159,S02,Body Construction,74.34,0.88,50.01,102.21,23.19,0.47,0.977,-0.066,HIGH,,False
V00222,2026-01-05 11:35:24.846367,S03,Body Construction,82.62,1.8,46.14,103.8,20.76,0.391,0.931,0.049,HIGH,,False
V00222,2026-01-05 11:36:47.465354,S04,Body Construction,80.09,3.24,40.84,101.08,25.13,,0.896,-0.008,PARTIAL,,False
V00222,2026-01-05 11:38:07.555557,S05,Body Construction,67.21,2.94,51.45,96.82,24.62,0.385,0.894,-0.021,HIGH,,False
V00222,2026-01-05 11:39:14.766324,S06,Body Construction,78.99,1.93,46.05,98.18,23.51,0.377,0.915,0.029,HIGH,,False
V00222,2026-01-05 11:40:33.751969,S07,Body Construction,85.92,1.95,48.06,100.25,,0.645,0.912,-0.066,PARTIAL,,False
V00222,2026-01-05 11:41:59.675073,S08,Body Construction,85.34,5.65,37.19,109.32,,,0.905,0.002,PARTIAL,,False
V00222,2026-01-05 11:43:25.014695,S09,Body Construction,76.16,2.85,43.7,99.65,24.31,0.612,0.996,0.023,HIGH,,False
V00222,2026-01-05 11:44:41.173899,S10,Body Construction,69.76,3.28,50.43,,24.12,0.601,0.889,-0.037,HIGH,PASS,False
V00222,2026-01-05 11:45:50.937516,S11,Paint,94.46,3.47,41.8,95.39,61.87,0.426,0.957,-0.04,HIGH,,False
V00222,2026-01-05 11:47:25.394362,S12,Paint,94.01,2.87,37.06,,58.88,0.435,0.843,-0.02,PARTIAL,,False
V00222,2026-01-05 11:48:59.403098,S13,Paint,93.19,3.79,37.47,94.56,,,0.963,-0.041,PARTIAL,,False
V00222,2026-01-05 11:50:32.596306,S14,Paint,94.92,2.57,37.22,,,,0.97,0.084,MANUAL,,False
V00222,2026-01-05 11:52:07.517857,S15,Paint,80.89,2.24,42.16,99.4,60.68,0.423,0.894,0.0,HIGH,,False
V00222,2026-01-05 11:53:28.404326,S16,Paint,90.22,4.05,41.0,,,,0.937,0.009,PARTIAL,,False
V00222,2026-01-05 11:54:58.624437,S17,Paint,93.54,2.84,38.66,105.66,60.7,0.547,0.923,0.016,HIGH,,False
V00222,2026-01-05 11:56:32.164804,S18,Paint,97.12,2.0,36.47,108.9,59.64,,0.939,0.105,PARTIAL,,False
V00222,2026-01-05 11:58:09.285923,S19,Paint,100.21,3.18,34.79,,,,0.998,0.048,MANUAL,,False
V00222,2026-01-05 11:59:49.500616,S20,Paint,83.14,2.34,41.75,94.57,58.53,0.44,0.922,0.01,HIGH,PASS,False
V00222,2026-01-05 12:01:12.637113,S21,Final Assembly,66.6,3.05,55.16,,,,0.98,-0.051,MANUAL,,False
V00222,2026-01-05 12:02:19.237219,S22,Final Assembly,66.54,3.24,51.51,105.69,26.41,0.355,0.916,-0.009,HIGH,PASS,False
V00222,2026-01-05 12:03:25.773299,S23,Final Assembly,75.65,3.44,49.06,,,,0.956,0.043,MANUAL,,False
V00222,2026-01-05 12:04:41.428291,S24,Final Assembly,81.54,2.54,46.99,,26.05,,0.956,-0.009,PARTIAL,,False
V00222,2026-01-05 12:06:02.968565,S25,Final Assembly,64.28,3.0,55.34,,,,0.9,0.035,MANUAL,,False
V00222,2026-01-05 12:07:07.249594,S26,Final Assembly,64.59,2.69,55.56,,,,0.934,0.07,MANUAL,,False
V00222,2026-01-05 12:08:11.843046,S27,Final Assembly,68.3,2.17,51.67,103.86,,0.61,0.935,0.038,PARTIAL,,False
V00222,2026-01-05 12:09:20.147852,S28,Final Assembly,70.71,2.5,47.74,,,,0.961,0.051,MANUAL,,False
V00222,2026-01-05 12:10:30.861596,S29,Final Assembly,75.97,1.03,45.15,,,,0.875,0.033,MANUAL,,False
V00222,2026-01-05 12:11:46.835948,S30,Final Assembly,70.96,2.48,54.94,95.84,24.65,0.499,0.912,0.03,HIGH,PASS,False
V00223,2026-01-05 11:34:30.000000,S01,Body Construction,71.13,2.11,51.25,97.32,24.65,,0.952,-0.061,HIGH,,False
V00223,2026-01-05 11:35:41.126047,S02,Body Construction,76.17,1.8,46.0,95.66,22.72,0.203,0.883,-0.037,HIGH,,False
V00223,2026-01-05 11:36:57.293948,S03,Body Construction,79.14,1.05,45.57,99.1,24.45,0.47,0.936,0.017,HIGH,,False
V00223,2026-01-05 11:38:16.432643,S04,Body Construction,82.3,2.11,41.13,96.5,25.26,,0.903,0.035,PARTIAL,,False
V00223,2026-01-05 11:39:38.733485,S05,Body Construction,63.62,1.93,48.38,96.68,25.75,0.485,0.894,-0.004,HIGH,,False
V00223,2026-01-05 11:40:42.353723,S06,Body Construction,79.31,0.36,50.46,100.85,23.63,0.644,0.959,-0.031,HIGH,,False
V00223,2026-01-05 11:42:01.663697,S07,Body Construction,76.1,3.0,48.13,,,0.572,1.0,0.018,PARTIAL,,False
V00223,2026-01-05 11:43:17.765570,S08,Body Construction,90.51,4.64,39.01,110.94,,,0.905,0.015,PARTIAL,,False
V00223,2026-01-05 11:44:48.272709,S09,Body Construction,85.96,2.26,42.46,101.88,24.16,0.521,0.955,0.023,HIGH,,False
V00223,2026-01-05 11:46:14.228777,S10,Body Construction,67.92,0.85,48.78,99.56,24.32,0.494,0.933,0.015,HIGH,PASS,False
V00223,2026-01-05 11:47:22.149760,S11,Paint,88.91,2.32,40.4,96.5,59.13,0.503,0.911,0.004,HIGH,,False
V00223,2026-01-05 11:48:51.060866,S12,Paint,89.52,3.75,38.77,,60.95,0.496,0.856,0.054,PARTIAL,,False
V00223,2026-01-05 11:50:20.578505,S13,Paint,91.05,2.71,36.47,95.7,,,0.922,-0.045,PARTIAL,,False
V00223,2026-01-05 11:51:51.630365,S14,Paint,109.9,3.15,34.64,,,,0.905,-0.137,MANUAL,,False
V00223,2026-01-05 11:53:41.533102,S15,Paint,82.3,1.67,42.74,94.29,60.87,0.476,0.928,0.013,HIGH,,False
V00223,2026-01-05 11:55:03.828588,S16,Paint,91.74,3.83,41.13,,,0.666,0.956,0.058,PARTIAL,,False
V00223,2026-01-05 11:56:35.569644,S17,Paint,89.24,2.94,39.37,103.3,58.64,,0.878,0.008,HIGH,,False
V00223,2026-01-05 11:58:04.807167,S18,Paint,95.91,2.84,36.36,97.47,61.33,,0.993,-0.028,PARTIAL,,False
V00223,2026-01-05 11:59:40.717151,S19,Paint,93.83,3.71,37.01,,,,0.953,0.028,MANUAL,,False
V00223,2026-01-05 12:01:14.548039,S20,Paint,79.36,2.21,42.23,105.4,59.52,0.317,0.983,0.037,HIGH,FAIL,True
V00223,2026-01-05 12:02:33.905126,S21,Final Assembly,66.25,2.25,54.42,,,,0.906,-0.058,MANUAL,,False
V00223,2026-01-05 12:03:40.150786,S22,Final Assembly,71.45,3.41,51.96,97.06,25.15,0.386,0.914,-0.002,HIGH,PASS,False
V00223,2026-01-05 12:04:51.602601,S23,Final Assembly,70.33,3.21,50.77,,,,0.944,0.03,MANUAL,,False
V00223,2026-01-05 12:06:01.930917,S24,Final Assembly,68.31,2.19,47.62,,24.79,,0.939,-0.032,PARTIAL,,False
V00223,2026-01-05 12:07:10.237923,S25,Final Assembly,66.69,2.32,56.19,,,,0.861,0.008,MANUAL,,False
V00223,2026-01-05 12:08:16.930737,S26,Final Assembly,69.1,2.94,52.81,,,,0.893,0.136,MANUAL,,False
V00223,2026-01-05 12:09:26.031186,S27,Final Assembly,66.25,2.51,50.88,98.47,,0.393,0.941,0.0,PARTIAL,,False
V00223,2026-01-05 12:10:32.277118,S28,Final Assembly,82.63,3.69,47.58,,,,0.926,-0.05,MANUAL,,False
V00223,2026-01-05 12:11:54.908159,S29,Final Assembly,79.8,0.95,46.21,,,,0.88,-0.049,MANUAL,,False
V00223,2026-01-05 12:13:14.705172,S30,Final Assembly,65.05,1.91,52.59,104.69,23.29,0.571,0.968,-0.071,HIGH,PASS,False
V00224,2026-01-05 11:36:00.000000,S01,Body Construction,72.73,0.0,50.82,96.25,,0.518,0.952,-0.058,HIGH,,False
V00224,2026-01-05 11:37:12.733373,S02,Body Construction,74.63,1.22,47.14,92.11,25.85,0.616,0.969,0.044,HIGH,,False
V00224,2026-01-05 11:38:27.363167,S03,Body Construction,70.14,1.95,45.9,94.19,25.06,0.562,0.905,0.025,HIGH,,False
V00224,2026-01-05 11:39:37.501433,S04,Body Construction,82.61,2.51,42.7,101.34,,,0.937,0.014,PARTIAL,,False
V00224,2026-01-05 11:41:00.113153,S05,Body Construction,66.03,2.46,51.81,100.28,21.95,0.331,0.957,-0.033,HIGH,,False
V00224,2026-01-05 11:42:06.141514,S06,Body Construction,69.5,2.67,46.15,97.15,24.1,0.301,0.912,0.005,HIGH,,False
V00224,2026-01-05 11:43:15.646213,S07,Body Construction,70.98,0.84,44.97,105.15,,0.623,0.981,-0.091,PARTIAL,,False
V00224,2026-01-05 11:44:26.621429,S08,Body Construction,97.52,5.28,39.97,111.7,,,0.933,0.014,PARTIAL,,False
V00224,2026-01-05 11:46:04.144027,S09,Body Construction,94.98,2.59,41.95,97.98,21.99,0.485,1.0,0.027,HIGH,,False
V00224,2026-01-05 11:47:39.123375,S10,Body Construction,67.99,2.6,54.13,98.37,24.08,0.564,0.947,0.044,HIGH,PASS,False
V00224,2026-01-05 11:48:47.108682,S11,Paint,76.49,3.54,40.5,98.89,62.39,0.391,0.891,-0.007,HIGH,,False
V00224,2026-01-05 11:50:03.596984,S12,Paint,100.4,4.1,39.45,,57.96,0.463,0.965,0.055,PARTIAL,,False
V00224,2026-01-05 11:51:43.998224,S13,Paint,91.94,2.22,38.41,95.39,,,0.883,-0.059,PARTIAL,,False
V00224,2026-01-05 11:53:15.940041,S14,Paint,95.26,3.7,35.63,,,,0.905,-0.16,MANUAL,,False
V00224,2026-01-05 11:54:51.195415,S15,Paint,83.2,2.4,42.19,99.33,59.58,0.338,0.905,-0.036,HIGH,,False
V00224,2026-01-05 11:56:14.397367,S16,Paint,99.26,3.04,41.26,,,0.421,0.975,-0.031,PARTIAL,,False
V00224,2026-01-05 11:57:53.658872,S17,Paint,88.82,2.55,40.95,107.16,60.24,0.578,0.946,0.005,HIGH,,False
V00224,2026-01-05 11:59:22.483706,S18,Paint,94.38,2.51,37.67,104.09,59.69,,0.872,-0.046,PARTIAL,,False
V00224,2026-01-05 12:00:56.861185,S19,Paint,92.29,3.92,35.19,,,,0.885,-0.04,MANUAL,,False
V00224,2026-01-05 12:02:29.146755,S20,Paint,75.52,3.41,43.09,95.88,62.88,0.377,0.9,0.001,HIGH,PASS,False
V00224,2026-01-05 12:03:44.667090,S21,Final Assembly,67.39,2.53,53.91,,,,0.957,0.253,MANUAL,,False
V00224,2026-01-05 12:04:52.052318,S22,Final Assembly,70.53,2.94,47.42,100.16,25.22,0.448,0.881,0.007,HIGH,PASS,False
V00224,2026-01-05 12:06:02.580701,S23,Final Assembly,70.43,2.54,45.15,,,,0.954,0.082,MANUAL,,False
V00224,2026-01-05 12:07:13.012214,S24,Final Assembly,77.27,2.35,49.07,,24.14,,0.912,-0.101,PARTIAL,,False
V00224,2026-01-05 12:08:30.279921,S25,Final Assembly,64.97,2.97,56.63,,,,0.882,-0.052,MANUAL,,False
V00224,2026-01-05 12:09:35.252282,S26,Final Assembly,64.71,2.41,55.03,,,,0.922,-0.09,MANUAL,,False
V00224,2026-01-05 12:10:39.964349,S27,Final Assembly,71.43,2.41,52.99,97.27,,0.636,0.91,-0.053,PARTIAL,,False
V00224,2026-01-05 12:11:51.393340,S28,Final Assembly,70.55,1.87,47.8,,,,0.932,0.162,MANUAL,,False
V00224,2026-01-05 12:13:01.948088,S29,Final Assembly,79.16,2.79,49.57,,,,0.89,-0.114,MANUAL,,False
V00224,2026-01-05 12:14:21.105037,S30,Final Assembly,60.57,1.9,55.46,100.53,22.69,0.413,0.936,-0.029,HIGH,PASS,False
V00225,2026-01-05 11:37:30.000000,S01,Body Construction,66.3,1.96,49.21,,24.36,0.5,0.984,0.029,HIGH,,False
V00225,2026-01-05 11:38:36.299273,S02,Body Construction,72.67,2.67,49.89,107.77,24.47,0.529,0.988,-0.04,HIGH,,False
V00225,2026-01-05 11:39:48.970840,S03,Body Construction,85.01,2.1,44.31,92.19,24.68,0.692,0.91,-0.026,HIGH,,False
V00225,2026-01-05 11:41:13.979372,S04,Body Construction,87.95,2.09,45.55,98.7,26.18,,0.917,-0.022,PARTIAL,,False
V00225,2026-01-05 11:42:41.925027,S05,Body Construction,73.15,3.01,50.38,107.64,23.32,0.643,0.936,-0.011,HIGH,,False
V00225,2026-01-05 11:43:55.073051,S06,Body Construction,70.62,3.68,47.84,101.35,23.25,0.492,0.949,-0.049,HIGH,,False
V00225,2026-01-05 11:45:05.697534,S07,Body Construction,73.52,2.82,48.82,96.19,,0.583,0.937,0.084,PARTIAL,,False
V00225,2026-01-05 11:46:19.214915,S08,Body Construction,89.06,4.17,37.06,99.26,,,0.898,-0.08,PARTIAL,,False
V00225,2026-01-05 11:47:48.273115,S09,Body Construction,85.99,3.0,41.16,99.3,23.13,0.39,0.912,0.017,HIGH,,False
V00225,2026-01-05 11:49:14.258147,S10,Body Construction,71.13,1.67,50.61,103.53,24.43,0.574,0.933,-0.024,HIGH,PASS,False
V00225,2026-01-05 11:50:25.391561,S11,Paint,95.49,4.18,36.92,100.65,60.48,0.363,0.913,-0.048,HIGH,,False
V00225,2026-01-05 11:52:00.882912,S12,Paint,90.59,3.49,39.23,,58.95,0.639,0.861,0.012,PARTIAL,,False
V00225,2026-01-05 11:53:31.468770,S13,Paint,99.93,1.15,35.9,97.99,,,0.865,-0.049,PARTIAL,,False
V00225,2026-01-05 11:55:11.395496,S14,Paint,96.21,2.83,35.32,,,,0.965,0.007,MANUAL,,False
V00225,2026-01-05 11:56:47.607432,S15,Paint,90.03,3.96,41.74,97.75,59.02,0.526,0.888,0.029,HIGH,,False
V00225,2026-01-05 11:58:17.634705,S16,Paint,84.94,2.83,40.12,,,0.486,0.9,-0.014,PARTIAL,,False
V00225,2026-01-05 11:59:42.579359,S17,Paint,90.18,2.98,38.35,100.11,59.74,0.693,0.934,-0.012,HIGH,,False
V00225,2026-01-05 12:01:12.755769,S18,Paint,95.36,2.71,37.0,97.87,58.77,,0.951,-0.095,PARTIAL,,False
V00225,2026-01-05 12:02:48.113754,S19,Paint,104.17,3.67,35.91,,,,0.908,0.061,MANUAL,,False
V00225,2026-01-05 12:04:32.280581,S20,Paint,81.72,4.36,42.41,94.32,58.92,0.512,0.902,-0.015,HIGH,PASS,False
V00225,2026-01-05 12:05:53.996299,S21,Final Assembly,65.61,2.64,52.51,,,,0.915,0.018,MANUAL,,False
V00225,2026-01-05 12:06:59.603844,S22,Final Assembly,70.13,2.34,51.15,103.27,22.85,0.644,0.88,-0.008,HIGH,PASS,False
V00225,2026-01-05 12:08:09.737415,S23,Final Assembly,69.86,1.7,48.24,,,,0.912,-0.269,MANUAL,,False
V00225,2026-01-05 12:09:19.595820,S24,Final Assembly,69.84,2.29,44.56,,23.65,,1.0,0.004,PARTIAL,,False
V00225,2026-01-05 12:10:29.430915,S25,Final Assembly,64.46,1.7,55.38,,,,0.938,0.125,MANUAL,,False
V00225,2026-01-05 12:11:33.893647,S26,Final Assembly,63.92,2.7,51.56,,,,0.969,-0.168,MANUAL,,False
V00225,2026-01-05 12:12:37.810762,S27,Final Assembly,78.2,1.85,51.57,99.11,,0.517,0.955,0.073,PARTIAL,,False
V00225,2026-01-05 12:13:56.010522,S28,Final Assembly,77.61,1.81,48.45,,,,0.953,0.029,MANUAL,,False
V00225,2026-01-05 12:15:13.623283,S29,Final Assembly,79.04,2.14,48.65,,,,0.935,0.089,MANUAL,,False
V00225,2026-01-05 12:16:32.658992,S30,Final Assembly,60.25,4.28,54.41,98.69,24.89,0.584,0.99,-0.002,HIGH,PASS,False
V00226,2026-01-05 11:39:00.000000,S01,Body Construction,66.26,1.14,49.18,100.96,24.63,0.494,0.921,0.072,HIGH,,False
V00226,2026-01-05 11:40:06.262753,S02,Body Construction,74.8,2.81,45.51,,26.38,0.444,0.929,-0.025,HIGH,,False
V00226,2026-01-05 11:41:21.062576,S03,Body Construction,74.81,1.94,46.07,101.73,23.29,0.629,0.994,-0.003,HIGH,,False
V00226,2026-01-05 11:42:35.874081,S04,Body Construction,84.29,3.34,47.39,103.14,24.16,,0.944,0.082,PARTIAL,,False
V00226,2026-01-05 11:44:00.165318,S05,Body Construction,66.84,0.52,52.34,90.8,22.04,0.3,0.972,0.004,HIGH,,False
V00226,2026-01-05 11:45:07.002075,S06,Body Construction,82.01,2.59,52.36,98.97,22.47,0.472,0.987,-0.001,HIGH,,False
V00226,2026-01-05 11:46:29.010358,S07,Body Construction,74.93,1.98,47.57,103.77,,0.479,0.934,-0.054,PARTIAL,,False
V00226,2026-01-05 11:47:43.939537,S08,Body Construction,87.98,5.87,36.72,117.43,,,0.961,0.034,PARTIAL,,False
V00226,2026-01-05 11:49:11.917089,S09,Body Construction,82.47,4.69,41.56,99.02,24.77,0.701,0.93,0.017,HIGH,,False
V00226,2026-01-05 11:50:34.386617,S10,Body Construction,71.62,2.26,52.19,103.76,23.65,0.446,0.916,0.009,HIGH,PASS,False
V00226,2026-01-05 11:51:46.006127,S11,Paint,100.2,3.3,42.25,100.21,60.14,0.577,0.964,-0.014,HIGH,,False
